,name,d_zone_shift_starts,giveaways,goals,high_danger_goals,high_danger_shots,hits,low_danger_goals,low_danger_shots,medium_danger_goals,medium_danger_shots,missed_shots,o_zone_shift_starts,penalty_minutes,points,rebound_goals,rebounds,shifts,shot_attempts,shots_on_goal,takeaways,faceoffs_lost,faceoffs_won,games_played,icetime,on_ice_corsi_percentage,on_ice_fenwick_percentage,penalties_drawn,player_id,shifts,shots_blocked_by_player,assists,position_encoded
93,Alexander Kerfoot,848.0,195.0,72.0,27.0,84.0,281.0,17.0,458.0,28.0,268.0,209.0,1116.0,160.0,216.0,15.0,42.0,8543.0,1013.0,601.0,178.0,1075.0,935.0,441,385653.0,3.09,3.1,85.0,8477021,8543.0,248.0,144.0,0
94,Alexander Nikulin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,0.0,3.0,0.0,1,335.0,0.4,0.33,1.0,8471334,8.0,0.0,0.0,0
95,Alexander Nylander,82.0,18.0,14.0,6.0,18.0,14.0,3.0,82.0,5.0,33.0,39.0,184.0,10.0,21.0,2.0,16.0,833.0,170.0,94.0,10.0,13.0,11.0,47,41330.0,2.19,2.06,6.0,8479423,833.0,15.0,7.0,3
96,Alexander Petrovic,357.0,88.0,3.0,0.0,1.0,364.0,2.0,240.0,1.0,9.0,86.0,320.0,143.0,29.0,0.0,8.0,3118.0,369.0,164.0,42.0,0.0,0.0,151,146881.0,1.87,1.87,28.0,8475755,3118.0,182.0,26.0,1
97,Alexander Radulov,655.0,255.0,100.0,40.0,113.0,313.0,25.0,742.0,35.0,310.0,322.0,1813.0,274.0,272.0,16.0,73.0,8551.0,1519.0,843.0,195.0,44.0,32.0,378,406469.0,4.08,4.109999999999999,92.0,8471228,8551.0,288.0,172.0,3
98,Alexander Romanov,879.0,235.0,13.0,0.0,3.0,720.0,11.0,541.0,2.0,15.0,164.0,512.0,127.0,63.0,1.0,21.0,6712.0,928.0,395.0,82.0,0.0,0.0,290,342581.0,1.82,1.8,38.0,8481014,6712.0,504.0,50.0,1
99,Alexander Semin,847.0,338.0,165.0,39.0,96.0,182.0,70.0,1500.0,56.0,431.0,676.0,1903.0,392.0,380.0,22.0,103.0,9745.0,2864.0,1351.0,397.0,72.0,33.0,458,501432.0,4.77,4.72,154.0,8470120,9745.0,128.0,215.0,3
100,Alexander Steen,3151.0,218.0,197.0,58.0,158.0,466.0,79.0,1998.0,60.0,473.0,739.0,3153.0,344.0,499.0,36.0,145.0,19891.0,3549.0,1890.0,347.0,1282.0,1106.0,784,857848.0,6.43,6.51,238.0,8470257,19891.0,494.0,302.0,2
101,Alexander Sulzer,304.0,48.0,7.0,1.0,2.0,82.0,3.0,170.0,3.0,9.0,60.0,276.0,44.0,22.0,2.0,6.0,2743.0,281.0,121.0,20.0,0.0,1.0,131,131877.0,2.9699999999999998,2.81,19.0,8470685,2743.0,172.0,15.0,1
102,Alexander True,22.0,7.0,0.0,0.0,1.0,49.0,0.0,17.0,0.0,12.0,5.0,35.0,10.0,5.0,0.0,1.0,380.0,35.0,25.0,5.0,82.0,61.0,27,15357.0,1.37,1.35,4.0,8480384,380.0,9.0,5.0,0
103,Alexander Urbom,71.0,21.0,3.0,0.0,0.0,36.0,2.0,41.0,1.0,2.0,19.0,64.0,18.0,4.0,1.0,1.0,616.0,56.0,24.0,7.0,0.0,0.0,34,28495.0,1.79,1.84,6.0,8475248,616.0,22.0,1.0,1
104,Alexander Vasyunov,22.0,5.0,1.0,0.0,0.0,6.0,0.0,17.0,1.0,6.0,5.0,34.0,0.0,5.0,0.0,2.0,270.0,32.0,18.0,5.0,0.0,0.0,18,12394.0,0.56,0.55,3.0,8473605,270.0,2.0,4.0,2
105,Alexander Volkov,56.0,7.0,7.0,0.0,5.0,46.0,1.0,32.0,6.0,17.0,12.0,99.0,12.0,14.0,1.0,1.0,699.0,64.0,42.0,15.0,6.0,3.0,46,31394.0,0.9199999999999999,0.87,4.0,8480186,699.0,27.0,7.0,3
106,Alexander Wennberg,1062.0,132.0,40.0,13.0,56.0,231.0,12.0,439.0,15.0,173.0,167.0,1664.0,85.0,200.0,7.0,40.0,9052.0,849.0,501.0,201.0,2733.0,2298.0,415,414387.0,3.16,3.18,80.0,8477505,9052.0,255.0,160.0,0
107,Alexander Yelesin,2.0,2.0,0.0,0.0,0.0,13.0,0.0,5.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,72.0,7.0,2.0,0.0,0.0,0.0,4,2941.0,0.54,0.55,0.0,8481630,72.0,0.0,0.0,1
108,Alexandre Bolduc,100.0,9.0,2.0,0.0,2.0,92.0,1.0,60.0,1.0,16.0,15.0,88.0,34.0,5.0,0.0,1.0,858.0,86.0,63.0,15.0,124.0,114.0,65,31940.0,2.52,2.57,13.0,8470719,858.0,31.0,3.0,0
109,Alexandre Burrows,2045.0,188.0,182.0,68.0,172.0,758.0,51.0,1336.0,63.0,512.0,532.0,2663.0,655.0,356.0,29.0,80.0,16276.0,2484.0,1488.0,354.0,227.0,164.0,706,690262.0,5.21,5.18,282.0,8470358,16276.0,334.0,174.0,2
110,Alexandre Carrier,899.0,82.0,10.0,2.0,7.0,237.0,5.0,329.0,3.0,39.0,119.0,404.0,131.0,62.0,1.0,24.0,5390.0,535.0,256.0,67.0,1.0,0.0,217,251466.0,2.92,2.98,46.0,8478851,5390.0,360.0,52.0,1
111,Alexandre Fortin,43.0,3.0,4.0,1.0,2.0,21.0,1.0,28.0,2.0,10.0,10.0,38.0,2.0,6.0,1.0,2.0,349.0,57.0,30.0,9.0,6.0,11.0,24,15251.0,0.51,0.5,5.0,8479657,349.0,7.0,2.0,2
112,Alexandre Giroux,48.0,5.0,4.0,1.0,6.0,63.0,0.0,53.0,3.0,31.0,22.0,88.0,24.0,8.0,1.0,6.0,602.0,117.0,68.0,18.0,3.0,1.0,38,26883.0,2.25,2.2199999999999998,11.0,8468086,602.0,6.0,4.0,2
113,Alexandre Grenier,10.0,3.0,0.0,0.0,3.0,8.0,0.0,8.0,0.0,3.0,4.0,16.0,2.0,0.0,0.0,1.0,126.0,17.0,10.0,3.0,1.0,3.0,9,5298.0,1.1400000000000001,1.01,0.0,8476414,126.0,3.0,0.0,3
114,Alexandre Picard,260.0,67.0,7.0,1.0,4.0,165.0,6.0,181.0,0.0,15.0,60.0,305.0,63.0,28.0,1.0,13.0,2607.0,294.0,140.0,33.0,0.0,0.0,129,121545.0,2.21,2.2199999999999998,22.0,8471221,2607.0,153.0,21.0,2
115,Alexandre Texier,575.0,48.0,34.0,9.0,26.0,141.0,10.0,305.0,15.0,85.0,118.0,442.0,82.0,79.0,4.0,25.0,3799.0,578.0,298.0,77.0,319.0,178.0,201,178144.0,2.2600000000000002,2.26,35.0,8480074,3799.0,75.0,45.0,0
116,Alexei Emelin,1790.0,376.0,15.0,3.0,3.0,1417.0,12.0,625.0,0.0,13.0,233.0,1111.0,333.0,81.0,0.0,32.0,11295.0,1034.0,408.0,95.0,0.0,1.0,456,526068.0,3.12,3.13,96.0,8471296,11295.0,727.0,66.0,1
117,Alexei Ponikarovsky,649.0,115.0,67.0,27.0,71.0,613.0,15.0,626.0,25.0,256.0,285.0,1046.0,183.0,168.0,12.0,44.0,6840.0,1187.0,668.0,101.0,48.0,25.0,343,304649.0,2.87,2.84,62.0,8467412,6840.0,175.0,101.0,2
118,Alexei Semenov,89.0,19.0,1.0,0.0,0.0,53.0,1.0,41.0,0.0,3.0,16.0,65.0,57.0,8.0,0.0,2.0,852.0,68.0,28.0,10.0,1.0,0.0,47,36794.0,0.52,0.52,16.0,8467909,852.0,30.0,7.0,1
119,Alexei Toropchenko,31.0,5.0,2.0,0.0,2.0,69.0,0.0,35.0,2.0,22.0,16.0,17.0,15.0,2.0,0.0,4.0,393.0,66.0,43.0,5.0,2.0,1.0,28,18013.0,0.42,0.44,6.0,8480281,393.0,21.0,0.0,3
120,Alexey Marchenko,399.0,59.0,4.0,0.0,0.0,78.0,3.0,131.0,1.0,7.0,55.0,295.0,26.0,21.0,1.0,4.0,2912.0,206.0,83.0,16.0,0.0,0.0,121,121188.0,1.88,1.88,12.0,8476289,2912.0,169.0,17.0,1
121,Alexey Toropchenko,284.0,36.0,24.0,8.0,32.0,287.0,10.0,137.0,6.0,80.0,49.0,187.0,42.0,40.0,4.0,20.0,2398.0,308.0,200.0,39.0,9.0,2.0,151,111604.0,0.79,0.8200000000000001,28.0,8480281,2398.0,101.0,16.0,3
122,Alexis Lafreniere,169.0,46.0,31.0,7.0,17.0,151.0,7.0,173.0,17.0,57.0,70.0,329.0,45.0,52.0,7.0,7.0,2398.0,308.0,177.0,59.0,52.0,27.0,135,113103.0,1.01,1.01,20.0,8482109,2398.0,37.0,21.0,2
123,Alexis Lafrenire,154.0,63.0,44.0,14.0,48.0,214.0,13.0,328.0,17.0,125.0,149.0,499.0,63.0,96.0,6.0,22.0,3117.0,639.0,352.0,77.0,97.0,45.0,163,158921.0,1.13,1.1099999999999999,39.0,8482109,3117.0,49.0,52.0,2
124,Aliaksei Protas,400.0,69.0,13.0,5.0,36.0,93.0,5.0,201.0,3.0,79.0,86.0,298.0,20.0,53.0,5.0,38.0,2873.0,403.0,230.0,69.0,174.0,119.0,169,127843.0,1.55,1.56,15.0,8481656,2873.0,76.0,40.0,0
125,Anders Bjork,396.0,68.0,26.0,6.0,20.0,138.0,8.0,225.0,12.0,77.0,101.0,467.0,44.0,61.0,4.0,19.0,3727.0,448.0,221.0,95.0,12.0,5.0,225,172312.0,2.88,2.88,30.0,8478075,3727.0,77.0,35.0,2
126,Anders Eriksson,44.0,6.0,0.0,0.0,0.0,19.0,0.0,13.0,0.0,1.0,8.0,49.0,2.0,5.0,0.0,1.0,424.0,24.0,6.0,3.0,0.0,0.0,20,18294.0,0.47,0.47,2.0,8459443,424.0,24.0,5.0,1
127,Anders Lee,1321.0,275.0,260.0,104.0,318.0,1294.0,60.0,1442.0,96.0,810.0,686.0,3080.0,447.0,451.0,61.0,186.0,15399.0,2974.0,1884.0,233.0,399.0,359.0,759,741219.0,6.8100000000000005,6.75,133.0,8475314,15399.0,390.0,191.0,2
128,Andre Benoit,552.0,72.0,11.0,2.0,6.0,131.0,6.0,280.0,3.0,28.0,89.0,534.0,60.0,48.0,1.0,15.0,4554.0,488.0,225.0,40.0,0.0,0.0,181,202157.0,2.27,2.32,17.0,8470378,4554.0,288.0,37.0,1
129,Andre Burakovsky,962.0,267.0,142.0,25.0,81.0,291.0,63.0,1036.0,54.0,320.0,402.0,1768.0,145.0,350.0,15.0,63.0,10823.0,2035.0,1035.0,261.0,178.0,136.0,616,520265.0,5.65,5.55,89.0,8477444,10823.0,235.0,208.0,2
130,Andre Deveaux,23.0,3.0,0.0,0.0,2.0,61.0,0.0,17.0,0.0,4.0,5.0,41.0,94.0,2.0,0.0,2.0,297.0,28.0,18.0,2.0,5.0,4.0,31,12394.0,1.37,1.27,21.0,8470301,297.0,10.0,2.0,0
131,Andre Petersson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1,302.0,0.67,0.5,0.0,8474670,7.0,0.0,0.0,3
132,Andre Roy,21.0,5.0,3.0,0.0,1.0,41.0,2.0,28.0,1.0,7.0,10.0,49.0,73.0,3.0,0.0,2.0,365.0,46.0,26.0,7.0,0.0,1.0,43,14156.0,0.54,0.5,17.0,8460639,365.0,0.0,0.0,3
133,Andreas Athanasiou,852.0,215.0,127.0,39.0,110.0,215.0,38.0,1057.0,50.0,334.0,442.0,1605.0,169.0,246.0,18.0,58.0,9365.0,1926.0,1059.0,217.0,746.0,583.0,486,433247.0,4.49,4.43,148.0,8476960,9365.0,198.0,119.0,2
134,Andreas Borgman,75.0,39.0,3.0,0.0,0.0,131.0,3.0,79.0,0.0,4.0,30.0,121.0,32.0,13.0,0.0,3.0,1069.0,140.0,53.0,15.0,0.0,0.0,55,44443.0,1.01,0.97,7.0,8480158,1069.0,39.0,10.0,1
135,Andreas Englund,272.0,40.0,1.0,0.0,1.0,406.0,0.0,122.0,1.0,6.0,42.0,213.0,130.0,17.0,0.0,12.0,2675.0,214.0,87.0,22.0,0.0,0.0,162,121157.0,2.69,2.64,38.0,8477971,2675.0,140.0,16.0,1
136,Andreas Engqvist,20.0,1.0,0.0,0.0,0.0,11.0,0.0,9.0,0.0,1.0,6.0,16.0,4.0,0.0,0.0,0.0,165.0,15.0,4.0,1.0,48.0,31.0,15,6327.0,0.79,0.78,0.0,8475372,165.0,8.0,0.0,0
137,Andreas Johnsson,440.0,87.0,49.0,21.0,45.0,218.0,12.0,339.0,16.0,169.0,128.0,816.0,94.0,115.0,13.0,27.0,5042.0,676.0,425.0,95.0,53.0,30.0,259,220158.0,3.37,3.3,54.0,8477341,5042.0,106.0,66.0,2
138,Andreas Lilja,589.0,83.0,4.0,0.0,0.0,296.0,3.0,197.0,1.0,6.0,58.0,382.0,130.0,28.0,1.0,4.0,3877.0,270.0,145.0,24.0,1.0,0.0,181,173445.0,2.12,2.16,21.0,8468534,3877.0,303.0,24.0,1
139,Andreas Martinsen,308.0,26.0,9.0,1.0,11.0,439.0,3.0,174.0,5.0,39.0,64.0,236.0,100.0,23.0,2.0,10.0,2218.0,280.0,160.0,41.0,8.0,7.0,151,92452.0,1.78,1.77,23.0,8478561,2218.0,65.0,14.0,2
140,Andreas Nodl,380.0,61.0,15.0,6.0,22.0,240.0,6.0,199.0,3.0,67.0,81.0,354.0,28.0,36.0,3.0,14.0,3114.0,364.0,207.0,59.0,15.0,15.0,183,130361.0,2.48,2.46,27.0,8473568,3114.0,60.0,21.0,3
141,Andreas Thuresson,27.0,7.0,1.0,1.0,1.0,50.0,0.0,42.0,0.0,3.0,14.0,41.0,6.0,3.0,0.0,2.0,335.0,55.0,32.0,9.0,9.0,3.0,25,15008.0,1.07,1.05,3.0,8474154,335.0,6.0,2.0,3
142,Andrei Chibisov,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,17.0,1.0,1.0,0.0,0.0,0.0,2,894.0,0.35,0.37,0.0,8481642,17.0,1.0,0.0,3
143,Andrei Kostitsyn,481.0,144.0,71.0,18.0,49.0,454.0,29.0,638.0,24.0,167.0,256.0,868.0,130.0,147.0,8.0,42.0,5396.0,1137.0,598.0,84.0,23.0,7.0,273,256832.0,2.17,2.18,57.0,8470603,5396.0,73.0,76.0,2
144,Andrei Kuzmenko,181.0,53.0,61.0,20.0,52.0,27.0,14.0,239.0,27.0,116.0,143.0,631.0,20.0,120.0,7.0,44.0,2895.0,541.0,264.0,59.0,1.0,1.0,153,143235.0,1.23,1.21,26.0,8483808,2895.0,35.0,59.0,2
145,Andrei Loktionov,161.0,54.0,22.0,9.0,21.0,52.0,10.0,224.0,3.0,56.0,89.0,446.0,22.0,48.0,6.0,18.0,2735.0,400.0,212.0,75.0,465.0,322.0,155,123790.0,2.92,2.81,18.0,8474681,2735.0,37.0,26.0,0
146,Andrei Markov,2041.0,519.0,57.0,24.0,44.0,337.0,28.0,1126.0,5.0,77.0,400.0,2216.0,186.0,307.0,9.0,63.0,13988.0,1936.0,847.0,264.0,0.0,0.0,497,714681.0,4.8100000000000005,4.73,81.0,8467496,13988.0,812.0,250.0,1
147,Andrei Mironov,12.0,3.0,1.0,0.0,0.0,19.0,1.0,4.0,0.0,0.0,1.0,22.0,12.0,3.0,0.0,0.0,159.0,9.0,3.0,1.0,0.0,0.0,10,6628.0,0.35,0.35,0.0,8478842,159.0,16.0,2.0,1
148,Andrei Svechnikov,754.0,338.0,131.0,55.0,171.0,824.0,43.0,1077.0,33.0,365.0,496.0,1729.0,358.0,316.0,20.0,136.0,8480.0,2100.0,1117.0,190.0,26.0,11.0,406,408437.0,3.79,3.71,118.0,8480830,8480.0,125.0,185.0,3
149,Andrej Meszaros,1350.0,197.0,37.0,6.0,20.0,665.0,22.0,854.0,9.0,45.0,260.0,1214.0,234.0,128.0,1.0,45.0,10939.0,1378.0,659.0,123.0,1.0,0.0,399,485149.0,3.25,3.2199999999999998,46.0,8471236,10939.0,615.0,91.0,1
150,Andrej Nestrasil,241.0,37.0,17.0,9.0,27.0,91.0,4.0,218.0,4.0,66.0,97.0,391.0,18.0,48.0,6.0,28.0,2351.0,385.0,214.0,71.0,63.0,66.0,128,103047.0,1.73,1.73,12.0,8475250,2351.0,36.0,31.0,0
151,Andrej Sekera,2896.0,557.0,49.0,12.0,23.0,621.0,26.0,1405.0,11.0,87.0,452.0,2308.0,182.0,245.0,4.0,77.0,20634.0,2504.0,1063.0,323.0,3.0,0.0,802,960398.0,6.78,6.74,86.0,8471284,20634.0,1182.0,196.0,1
152,Andrej Sustr,1080.0,166.0,11.0,2.0,2.0,178.0,6.0,432.0,3.0,28.0,129.0,608.0,163.0,69.0,3.0,14.0,7441.0,679.0,333.0,71.0,1.0,0.0,361,351794.0,3.63,3.62,15.0,8477205,7441.0,365.0,58.0,1
153,Andrew Agozzino,53.0,11.0,3.0,0.0,2.0,70.0,2.0,30.0,1.0,17.0,11.0,79.0,4.0,13.0,0.0,6.0,631.0,63.0,38.0,7.0,100.0,96.0,51,26585.0,3.3200000000000003,3.5,4.0,8475461,631.0,25.0,10.0,2
154,Andrew Alberts,709.0,144.0,7.0,1.0,3.0,622.0,6.0,225.0,0.0,7.0,81.0,455.0,241.0,36.0,0.0,10.0,5569.0,418.0,154.0,71.0,1.0,0.0,274,246421.0,2.69,2.61,49.0,8469626,5569.0,347.0,29.0,1
155,Andrew Bodnarchuk,59.0,6.0,0.0,0.0,0.0,46.0,0.0,15.0,0.0,1.0,7.0,63.0,16.0,4.0,0.0,0.0,702.0,38.0,9.0,3.0,0.0,0.0,42,29591.0,0.84,0.8,3.0,8473550,702.0,30.0,4.0,1
156,Andrew Brunette,572.0,105.0,77.0,36.0,83.0,103.0,14.0,281.0,27.0,194.0,119.0,1379.0,50.0,184.0,23.0,29.0,6862.0,632.0,439.0,65.0,30.0,21.0,322,311063.0,2.27,2.27,61.0,8459596,6862.0,79.0,107.0,2
157,Andrew Campbell,194.0,7.0,0.0,0.0,0.0,75.0,0.0,50.0,0.0,2.0,19.0,85.0,12.0,2.0,0.0,3.0,1054.0,72.0,33.0,3.0,0.0,0.0,42,41178.0,1.33,1.37,4.0,8474638,1054.0,69.0,2.0,1
158,Andrew Cogliano,3430.0,460.0,173.0,66.0,187.0,1292.0,44.0,1741.0,63.0,551.0,642.0,2444.0,409.0,419.0,39.0,118.0,25362.0,3163.0,1837.0,382.0,1902.0,1282.0,1212,1026612.0,7.33,7.35,253.0,8471699,25362.0,543.0,246.0,2
159,Andrew Copp,2224.0,261.0,105.0,37.0,150.0,580.0,29.0,795.0,39.0,335.0,319.0,1504.0,141.0,277.0,18.0,76.0,12900.0,1604.0,961.0,227.0,2631.0,2812.0,644,579429.0,4.62,4.7,79.0,8477429,12900.0,336.0,172.0,0
160,Andrew Crescenzi,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,5.0,2.0,0.0,0.0,0.0,28.0,1.0,0.0,1.0,8.0,8.0,2,943.0,0.18,0.2,0.0,8476020,28.0,0.0,0.0,0
161,Andrew Desjardins,993.0,106.0,23.0,6.0,38.0,586.0,9.0,421.0,8.0,118.0,137.0,603.0,277.0,64.0,6.0,33.0,6531.0,773.0,440.0,134.0,760.0,873.0,408,262850.0,3.21,3.29,88.0,8471956,6531.0,225.0,41.0,2
162,Andrew Ebbett,421.0,57.0,26.0,11.0,26.0,142.0,3.0,269.0,12.0,83.0,103.0,452.0,36.0,71.0,6.0,21.0,3624.0,469.0,275.0,56.0,879.0,774.0,221,156240.0,3.33,3.3,32.0,8473682,3624.0,107.0,45.0,0
163,Andrew Ference,1397.0,225.0,20.0,1.0,4.0,650.0,17.0,753.0,2.0,22.0,257.0,1046.0,295.0,108.0,1.0,24.0,10820.0,1188.0,522.0,59.0,3.0,3.0,435,507961.0,3.65,3.6,85.0,8466333,10820.0,560.0,88.0,1
164,Andrew Gordon,63.0,11.0,3.0,1.0,2.0,58.0,1.0,59.0,1.0,14.0,29.0,84.0,6.0,7.0,1.0,0.0,795.0,98.0,46.0,9.0,8.0,2.0,54,32703.0,2.2,2.19,9.0,8471409,795.0,23.0,4.0,3
165,Andrew Hutchinson,80.0,14.0,2.0,0.0,0.0,11.0,2.0,83.0,0.0,5.0,28.0,101.0,18.0,6.0,0.0,3.0,901.0,121.0,60.0,2.0,0.0,0.0,45,39053.0,1.02,1.0699999999999998,1.0,8467927,901.0,43.0,4.0,1
166,Andrew Joudrey,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,1.0,0.0,0.0,1.0,1,556.0,0.33,0.44,0.0,8470838,12.0,2.0,0.0,0
167,Andrew Ladd,2540.0,392.0,225.0,84.0,204.0,1300.0,72.0,1735.0,69.0,626.0,697.0,2873.0,490.0,487.0,44.0,125.0,19271.0,3283.0,1868.0,388.0,197.0,144.0,844,880067.0,6.75,6.73,154.0,8471217,19271.0,408.0,262.0,2
168,Andrew MacDonald,2252.0,375.0,28.0,3.0,13.0,371.0,20.0,874.0,5.0,54.0,347.0,1765.0,266.0,161.0,4.0,42.0,15302.0,1543.0,594.0,230.0,1.0,0.0,585,750815.0,5.08,5.11,95.0,8473584,15302.0,1341.0,133.0,1
169,Andrew MacWilliam,48.0,4.0,0.0,0.0,0.0,35.0,0.0,7.0,0.0,0.0,2.0,15.0,12.0,2.0,0.0,0.0,242.0,13.0,5.0,2.0,1.0,0.0,12,11090.0,0.36,0.35,4.0,8474748,242.0,20.0,2.0,1
170,Andrew Mangiapane,1003.0,164.0,109.0,40.0,120.0,424.0,18.0,588.0,51.0,367.0,314.0,1198.0,161.0,215.0,23.0,64.0,8563.0,1404.0,761.0,220.0,97.0,52.0,417,377108.0,3.84,3.85,87.0,8478233,8563.0,170.0,106.0,2
171,Andrew Miller,26.0,6.0,1.0,0.0,1.0,11.0,1.0,14.0,0.0,9.0,7.0,26.0,0.0,6.0,0.0,2.0,251.0,26.0,17.0,4.0,17.0,14.0,15,10709.0,0.96,0.97,2.0,8477249,251.0,6.0,5.0,0
172,Andrew Murray,369.0,13.0,18.0,6.0,12.0,362.0,5.0,235.0,7.0,62.0,64.0,272.0,24.0,30.0,4.0,11.0,2933.0,363.0,245.0,39.0,143.0,112.0,181,111606.0,2.61,2.6,29.0,8469685,2933.0,69.0,12.0,0
173,Andrew Peeke,976.0,90.0,10.0,3.0,5.0,519.0,6.0,325.0,1.0,13.0,116.0,425.0,104.0,44.0,1.0,16.0,5433.0,520.0,227.0,52.0,0.0,0.0,233,274573.0,2.15,2.2,34.0,8479369,5433.0,480.0,34.0,1
174,Andrew Peters,32.0,10.0,0.0,0.0,0.0,39.0,0.0,26.0,0.0,5.0,6.0,66.0,144.0,1.0,0.0,0.0,443.0,37.0,25.0,0.0,3.0,2.0,57,15805.0,0.88,0.95,28.0,8467355,443.0,5.0,1.0,2
175,Andrew Poturalski,2.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,2.0,1.0,14.0,0.0,2.0,0.0,1.0,78.0,6.0,5.0,1.0,16.0,18.0,6,3514.0,1.2,1.09,1.0,8479249,78.0,2.0,2.0,0
176,Andrew Shaw,1030.0,170.0,116.0,47.0,150.0,1054.0,21.0,783.0,48.0,406.0,321.0,1930.0,473.0,248.0,29.0,91.0,10705.0,1700.0,1018.0,176.0,1884.0,1746.0,549,501824.0,5.75,5.640000000000001,192.0,8476381,10705.0,220.0,132.0,0
177,Andrey Pedan,22.0,5.0,0.0,0.0,0.0,40.0,0.0,17.0,0.0,0.0,6.0,27.0,18.0,0.0,0.0,0.0,218.0,27.0,11.0,0.0,0.0,0.0,13,8543.0,0.44,0.41,3.0,8476388,218.0,8.0,0.0,1
178,Andrey Zubarev,5.0,0.0,0.0,0.0,0.0,15.0,0.0,2.0,0.0,0.0,0.0,17.0,4.0,1.0,0.0,0.0,97.0,4.0,2.0,2.0,0.0,0.0,4,4818.0,0.52,0.56,1.0,8471848,97.0,8.0,1.0,1
179,Andy Andreoff,187.0,37.0,14.0,4.0,16.0,314.0,3.0,171.0,7.0,53.0,72.0,308.0,175.0,27.0,1.0,8.0,2511.0,314.0,168.0,31.0,245.0,262.0,188,104356.0,3.52,3.43,44.0,8476404,2511.0,36.0,13.0,2
180,Andy Greene,4086.0,496.0,49.0,13.0,20.0,776.0,24.0,1549.0,12.0,92.0,608.0,2397.0,249.0,248.0,6.0,74.0,26337.0,2450.0,1053.0,347.0,0.0,0.0,975,1245188.0,6.36,6.46,103.0,8472382,26337.0,1897.0,199.0,1
181,Andy Hilbert,292.0,28.0,11.0,3.0,9.0,45.0,5.0,184.0,3.0,33.0,53.0,166.0,24.0,27.0,4.0,11.0,1570.0,304.0,173.0,42.0,117.0,71.0,71,67258.0,0.86,0.88,14.0,8468517,1570.0,87.0,16.0,2
182,Andy McDonald,561.0,101.0,76.0,24.0,68.0,123.0,20.0,578.0,32.0,220.0,217.0,1038.0,86.0,194.0,13.0,50.0,6224.0,1057.0,649.0,95.0,655.0,822.0,245,274406.0,2.9,2.9299999999999997,62.0,8468434,6224.0,91.0,118.0,2
183,Andy Miele,8.0,3.0,0.0,0.0,1.0,17.0,0.0,10.0,0.0,2.0,3.0,33.0,11.0,2.0,0.0,1.0,191.0,18.0,10.0,2.0,49.0,24.0,15,8223.0,1.64,1.45,3.0,8476206,191.0,2.0,2.0,0
184,Andy Sutton,632.0,139.0,10.0,0.0,0.0,400.0,8.0,220.0,2.0,13.0,65.0,421.0,278.0,37.0,0.0,6.0,4286.0,325.0,168.0,51.0,0.0,0.0,185,201258.0,1.6099999999999999,1.65,35.0,8467304,4286.0,445.0,27.0,1
185,Andy Welinski,82.0,27.0,1.0,0.0,1.0,65.0,1.0,86.0,0.0,1.0,34.0,181.0,8.0,6.0,0.0,5.0,920.0,125.0,54.0,9.0,0.0,0.0,46,43535.0,1.42,1.3599999999999999,5.0,8476407,920.0,33.0,5.0,1
186,Andy Wozniewski,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,41.0,5.0,1.0,0.0,0.0,0.0,3,1518.0,0.6,0.55,0.0,8471188,41.0,1.0,0.0,1
187,Angus Crookshank,18.0,3.0,2.0,0.0,2.0,20.0,2.0,23.0,0.0,1.0,6.0,24.0,4.0,3.0,0.0,1.0,181.0,33.0,20.0,2.0,0.0,0.0,13,7888.0,0.46,0.46,3.0,8481065,181.0,8.0,1.0,2
188,Anssi Salmela,157.0,44.0,4.0,1.0,1.0,122.0,3.0,189.0,0.0,6.0,56.0,268.0,44.0,21.0,0.0,9.0,2305.0,273.0,140.0,30.0,0.0,0.0,112,106890.0,1.54,1.52,12.0,8474557,2305.0,93.0,17.0,1
189,Anthony Angello,26.0,1.0,3.0,1.0,1.0,77.0,1.0,24.0,1.0,5.0,4.0,34.0,14.0,5.0,0.0,0.0,351.0,36.0,26.0,2.0,2.0,0.0,31,13437.0,1.41,1.46,2.0,8478074,351.0,7.0,2.0,0
190,Anthony Beauvillier,947.0,256.0,116.0,42.0,108.0,543.0,29.0,964.0,45.0,361.0,370.0,1514.0,105.0,245.0,20.0,79.0,10628.0,1779.0,1063.0,220.0,362.0,279.0,550,505974.0,3.99,3.98,81.0,8478463,10628.0,224.0,129.0,0
